product_id,year,month,region_id,qty,purchase_price
3,2022,3,4,278,5126.82
3,2022,4,1,877,15976.22
3,2022,4,4,229,4171.67
3,2022,5,1,412,7690.68
3,2022,5,4,246,4592.01
3,2022,6,1,281,5371.74
3,2022,6,4,471,9003.87
3,2022,7,1,335,6630.05
3,2022,7,4,3327,65845.32
3,2022,8,1,964,18645.11
3,2022,8,4,65,1257.19
3,2022,9,1,1327,25964.48
3,2022,9,4,110,2152.29
3,2022,10,1,10519,205817.91
3,2022,10,4,124,2426.22
3,2022,11,1,64,1194.67
3,2022,11,4,321,5992.01
3,2022,12,1,414,8379.77
3,2022,12,4,2663,53901.78
3,2023,1,1,658,12282.69
3,2023,1,4,50,933.33
3,2023,2,1,104,2081.67
3,2023,2,4,1284,25700.67
3,2023,3,1,335,6178.0
3,2023,3,4,14,258.19
3,2023,4,1,1428,28904.15
3,2023,4,4,173,3501.69
3,2023,5,1,1388,28094.51
3,2023,5,4,162,3279.04
3,2023,6,1,417,8346.71
3,2023,6,4,297,5944.78
3,2023,7,1,1631,30445.39
3,2023,7,4,461,8605.35
3,2023,8,1,961,17722.57
3,2023,8,4,353,6509.96
3,2023,9,1,508,10168.18
3,2023,9,4,580,11609.34
3,2023,10,1,11226,219651.28
3,2023,10,4,300,5869.89
3,2023,11,1,1527,28504.05
3,2023,11,4,255,4760.01
3,2023,12,1,317,5917.34
3,2023,12,4,163,3042.67
3,2024,1,1,211,4081.04
3,2024,1,4,183,3539.48
3,2024,2,1,4303,82258.3
3,2024,2,4,453,8659.77
3,2024,3,1,260,5262.66
3,2024,3,4,5248,106224.77
3,2024,4,1,88,1721.83
3,2024,4,4,93,1819.67
3,2024,5,1,399,7896.69
3,2024,5,4,62,1227.05
3,2024,6,1,611,11405.35
3,2024,6,4,1812,33824.06
3,2024,7,1,329,6511.3
3,2024,7,4,71,1405.18
3,2024,8,1,1103,20093.24
3,2024,8,4,173,3151.52
3,2024,9,1,1081,21637.4
3,2024,9,4,161,3222.59
3,2024,10,1,177,3423.43
3,2024,10,4,362,7001.59
3,2024,11,1,509,9844.77
3,2024,11,4,387,7485.12
3,2024,12,1,113,2160.16
3,2024,12,4,348,6652.54
3,2025,1,1,1023,18635.89
3,2025,1,4,33,601.16
3,2025,2,1,2249,42487.21
3,2025,2,4,193,3646.08
3,2025,3,1,1132,21130.7
3,2025,3,4,787,14690.69
3,2025,4,1,13034,257958.5
3,2025,4,4,295,5838.4
3,2025,5,1,214,3994.67
3,2025,5,4,789,14728.03
3,2025,6,1,389,7173.86
3,2025,6,4,776,14310.84
3,2025,7,1,170,3288.04
3,2025,7,4,317,6131.22
3,2025,8,1,5705,106493.52
3,2025,8,4,98,1829.34
3,2025,9,1,234,4683.77
3,2025,9,4,771,15432.41
3,2025,10,1,212,4195.73
3,2025,10,4,655,12963.24
7,2022,1,1,53,46.3
7,2022,1,2,64,55.91
7,2022,1,3,9,7.86
7,2022,1,4,6,5.24
7,2022,2,1,76,62.99
7,2022,2,2,574,475.73
7,2022,2,3,35,29.01
7,2022,2,4,81,67.13
7,2022,3,1,33,29.57
7,2022,3,2,335,300.16
7,2022,3,3,79,70.78
7,2022,3,4,106,94.98
7,2022,4,1,67,49.53
7,2022,4,2,357,263.89
7,2022,4,3,50,36.96
7,2022,4,4,128,94.62
7,2022,5,1,70,40.77
7,2022,5,2,10,5.82
7,2022,5,3,45,26.21
7,2022,5,4,182,106.0
7,2022,6,1,1683,980.18
7,2022,6,2,31,18.05
7,2022,6,3,11,6.41
7,2022,6,4,191,111.24
7,2022,7,1,30,24.19
7,2022,7,2,28,22.58
7,2022,7,3,161,129.83
7,2022,7,4,99,79.83
7,2022,8,1,126,73.38
7,2022,8,2,50,29.12
7,2022,8,3,227,132.2
7,2022,8,4,1427,831.08
7,2022,9,1,18,12.5
7,2022,9,2,154,106.94
7,2022,9,3,204,141.66
7,2022,9,4,29,20.14
7,2022,10,1,193,151.31
7,2022,10,2,105,82.32
7,2022,10,3,243,190.51
7,2022,10,4,11,8.62
7,2022,11,1,202,167.42
7,2022,11,2,319,264.39
7,2022,11,3,290,240.35
7,2022,11,4,9,7.46
7,2022,12,1,59,48.9
7,2022,12,2,2034,1685.78
7,2022,12,3,149,123.49
7,2022,12,4,45,37.3
7,2023,1,1,1753,1178.02
7,2023,1,2,4,2.69
7,2023,1,3,207,139.1
7,2023,1,4,252,169.34
7,2023,2,1,16,13.62
7,2023,2,2,99,84.27
7,2023,2,3,32,27.24
7,2023,2,4,126,107.25
7,2023,3,1,7,6.43
7,2023,3,2,37,33.98
7,2023,3,3,144,132.25
7,2023,3,4,1551,1424.44
7,2023,4,1,170,159.94
7,2023,4,2,168,158.05
7,2023,4,3,287,270.01
7,2023,4,4,35,32.93
7,2023,5,1,133,101.29
7,2023,5,2,14,10.66
7,2023,5,3,19,14.47
7,2023,5,4,69,52.55
7,2023,6,1,1293,1100.6
7,2023,6,2,119,101.29
7,2023,6,3,376,320.05
7,2023,6,4,41,34.9
7,2023,7,1,22,13.8
7,2023,7,2,229,143.63
7,2023,7,3,1955,1226.18
7,2023,7,4,183,114.78
7,2023,8,1,45,29.23
7,2023,8,2,203,131.87
7,2023,8,3,236,153.31
7,2023,8,4,156,101.34
7,2023,9,1,158,113.25
7,2023,9,2,197,141.21
7,2023,9,3,37,26.52
7,2023,9,4,148,106.09
7,2023,10,1,198,115.32
7,2023,10,2,351,204.42
7,2023,10,3,35,20.38
7,2023,10,4,164,95.51
7,2023,11,1,25,17.36
7,2023,11,2,2314,1606.84
7,2023,11,3,642,445.8
7,2023,11,4,305,211.79
7,2023,12,1,289,200.68
7,2023,12,2,53,36.8
7,2023,12,3,255,177.07
7,2023,12,4,1589,1103.4
7,2024,1,1,78,47.17
7,2024,1,2,631,381.63
7,2024,1,3,21,12.7
7,2024,1,4,3,1.81
7,2024,2,1,54,33.87
7,2024,2,2,7,4.39
7,2024,2,3,61,38.26
7,2024,2,4,56,35.12
7,2024,3,1,2090,1357.66
7,2024,3,2,71,46.12
7,2024,3,3,97,63.01
7,2024,3,4,95,61.71
7,2024,4,1,325,305.76
7,2024,4,2,38,35.75
7,2024,4,3,16,15.05
7,2024,4,4,183,172.17
7,2024,5,1,7,4.7
7,2024,5,2,234,157.25
7,2024,5,3,42,28.22
7,2024,5,4,1078,724.42
7,2024,6,1,49,46.1
7,2024,6,2,1362,1281.37
7,2024,6,3,49,46.1
7,2024,6,4,293,275.65
7,2024,7,1,79,47.78
7,2024,7,2,35,21.17
7,2024,7,3,29,17.54
7,2024,7,4,29,17.54
7,2024,8,1,234,193.94
7,2024,8,2,67,55.53
7,2024,8,3,116,96.14
7,2024,8,4,17,14.09
7,2024,9,1,122,79.25
7,2024,9,2,963,625.56
7,2024,9,3,158,102.64
7,2024,9,4,807,524.23
7,2024,10,1,207,185.47
7,2024,10,2,55,49.28
7,2024,10,3,1808,1619.97
7,2024,10,4,33,29.57
7,2024,11,1,87,70.16
7,2024,11,2,31,25.0
7,2024,11,3,21,16.93
7,2024,11,4,103,83.06
7,2024,12,1,239,192.73
7,2024,12,2,47,37.9
7,2024,12,3,40,32.26
7,2024,12,4,135,108.86
7,2025,1,1,63,57.86
7,2025,1,2,185,169.9
7,2025,1,3,58,53.27
7,2025,1,4,141,129.49
7,2025,2,1,166,152.45
7,2025,2,2,1385,1271.98
7,2025,2,3,136,124.9
7,2025,2,4,1008,925.75
7,2025,3,1,253,153.01
7,2025,3,2,18,10.89
7,2025,3,3,147,88.91
7,2025,3,4,51,30.84
7,2025,4,1,286,243.44
7,2025,4,2,76,64.69
7,2025,4,3,89,75.76
7,2025,4,4,26,22.13
7,2025,5,1,291,234.66
7,2025,5,2,96,77.41
7,2025,5,3,206,166.12
7,2025,5,4,8,6.45
7,2025,6,1,107,88.68
7,2025,6,2,1174,973.01
7,2025,6,3,108,89.51
7,2025,6,4,142,117.69
7,2025,7,1,432,280.63
7,2025,7,2,16,10.39
7,2025,7,3,107,69.51
7,2025,7,4,50,32.48
7,2025,8,1,441,345.74
7,2025,8,2,46,36.06
7,2025,8,3,135,105.84
7,2025,8,4,135,105.84
7,2025,9,1,345,200.93
7,2025,9,2,896,521.83
7,2025,9,3,160,93.18
7,2025,9,4,115,66.98
7,2025,10,1,2630,1944.1
7,2025,10,2,48,35.48
7,2025,10,3,301,222.5
7,2025,10,4,55,40.66
4,2022,1,1,738,2186.99
4,2022,1,4,394,1167.58
4,2022,2,1,1090,3133.2
4,2022,2,4,462,1328.02
4,2022,3,1,1663,4971.5
4,2022,3,4,537,1605.35
4,2022,4,1,1306,3904.26
4,2022,4,4,617,1844.51
4,2022,5,1,1310,3955.38
4,2022,5,4,744,2246.41
4,2022,6,1,1356,4012.38
4,2022,6,4,586,1733.97
4,2022,7,1,1846,5790.02
4,2022,7,4,814,2553.13
4,2022,8,1,1412,4650.21
4,2022,8,4,691,2275.71
4,2022,9,1,1516,5142.5
4,2022,9,4,516,1750.35
4,2022,10,1,1443,5090.67
4,2022,10,4,743,2621.18
4,2022,11,1,2022,7347.29
4,2022,11,4,590,2143.87
4,2022,12,1,1834,6997.36
4,2022,12,4,714,2724.16
4,2023,1,1,1559,6245.55
4,2023,1,4,704,2820.31
4,2023,2,1,1652,6949.02
4,2023,2,4,557,2342.98
4,2023,3,1,1580,6646.16
4,2023,3,4,654,2751.01
4,2023,4,1,1361,6125.7
4,2023,4,4,649,2921.07
4,2023,5,1,1389,6126.69
4,2023,5,4,675,2977.33
4,2023,6,1,1649,7709.92
4,2023,6,4,619,2894.14
4,2023,7,1,1673,8213.24
4,2023,7,4,865,4246.54
4,2023,8,1,1459,7449.16
4,2023,8,4,773,3946.68
4,2023,9,1,1734,9030.28
4,2023,9,4,604,3145.5
4,2023,10,1,1404,6946.13
4,2023,10,4,719,3557.17
4,2023,11,1,1652,7927.89
4,2023,11,4,660,3167.32
4,2023,12,1,1322,6344.23
4,2023,12,4,760,3647.21
4,2024,1,1,1664,8464.61
4,2024,1,4,635,3230.18
4,2024,2,1,1793,9759.27
4,2024,2,4,675,3674.02
4,2024,3,1,1718,9912.11
4,2024,3,4,652,3761.76
4,2024,4,1,1182,7024.21
4,2024,4,4,620,3684.44
4,2024,5,1,1660,9864.8
4,2024,5,4,687,4082.6
4,2024,6,1,1469,8555.16
4,2024,6,4,561,3267.15
4,2024,7,1,1684,9316.91
4,2024,7,4,861,4763.58
4,2024,8,1,1717,9214.5
4,2024,8,4,584,3134.11
4,2024,9,1,1743,8886.33
4,2024,9,4,727,3706.46
4,2024,10,1,1592,7710.67
4,2024,10,4,601,2910.87
4,2024,11,1,1611,7412.56
4,2024,11,4,809,3722.38
4,2024,12,1,1221,5674.26
4,2024,12,4,753,3499.36
4,2025,1,1,1486,6836.72
4,2025,1,4,562,2585.62
4,2025,2,1,1836,8446.99
4,2025,2,4,747,3436.76
4,2025,3,1,1875,8453.89
4,2025,3,4,582,2624.09
4,2025,4,1,1311,6265.61
4,2025,4,4,577,2757.64
4,2025,5,1,1807,8808.85
4,2025,5,4,842,4104.62
4,2025,6,1,1570,7576.98
4,2025,6,4,562,2712.27
4,2025,7,1,1406,7192.63
4,2025,7,4,829,4240.89
4,2025,8,1,1358,7433.37
4,2025,8,4,647,3541.52
4,2025,9,1,1592,8888.52
4,2025,9,4,534,2981.45
4,2025,10,1,1412,8277.71
4,2025,10,4,735,4308.86
5,2022,1,1,799,839.91
5,2022,1,4,329,345.84
5,2022,2,1,1006,1175.01
5,2022,2,4,512,598.02
5,2022,3,1,1641,1820.85
5,2022,3,4,526,583.65
5,2022,4,1,1484,1733.31
5,2022,4,4,678,791.9
5,2022,5,1,1509,1762.51
5,2022,5,4,535,624.88
5,2022,6,1,1255,1392.55
5,2022,6,4,870,965.35
5,2022,7,1,1758,1848.01
5,2022,7,4,566,594.98
5,2022,8,1,1584,1850.11
5,2022,8,4,749,874.83
5,2022,9,1,1396,1549.0
5,2022,9,4,695,771.17
5,2022,10,1,2006,2108.71
5,2022,10,4,703,738.99
5,2022,11,1,1671,1854.14
5,2022,11,4,634,703.49
5,2022,12,1,1839,1933.16
5,2022,12,4,684,719.02
5,2023,1,1,1683,1867.46
5,2023,1,4,630,699.05
5,2023,2,1,1585,1851.28
5,2023,2,4,627,732.34
5,2023,3,1,1163,1358.38
5,2023,3,4,566,661.09
5,2023,4,1,1829,1922.64
5,2023,4,4,804,845.16
5,2023,5,1,1625,1708.2
5,2023,5,4,681,715.87
5,2023,6,1,1649,1926.03
5,2023,6,4,581,678.61
5,2023,7,1,1405,1558.99
5,2023,7,4,808,896.56
5,2023,8,1,1548,1717.66
5,2023,8,4,650,721.24
5,2023,9,1,1523,1778.86
5,2023,9,4,705,823.44
5,2023,10,1,1276,1415.85
5,2023,10,4,650,721.24
5,2023,11,1,1394,1628.19
5,2023,11,4,774,904.03
5,2023,12,1,1953,2167.05
5,2023,12,4,575,638.02
5,2024,1,1,1993,2211.43
5,2024,1,4,850,943.16
5,2024,2,1,1644,1824.18
5,2024,2,4,562,623.6
5,2024,3,1,1295,1512.56
5,2024,3,4,538,628.38
5,2024,4,1,1418,1656.22
5,2024,4,4,690,805.92
5,2024,5,1,1551,1630.41
5,2024,5,4,594,624.41
5,2024,6,1,1804,2107.07
5,2024,6,4,777,907.54
5,2024,7,1,1623,1895.66
5,2024,7,4,701,818.77
5,2024,8,1,1365,1434.89
5,2024,8,4,766,805.22
5,2024,9,1,1806,1898.47
5,2024,9,4,723,760.02
5,2024,10,1,1679,1764.96
5,2024,10,4,718,754.76
5,2024,11,1,1343,1568.62
5,2024,11,4,520,607.36
5,2024,12,1,1929,2253.07
5,2024,12,4,836,976.45
5,2025,1,1,1556,1817.41
5,2025,1,4,598,698.46
5,2025,2,1,1690,1776.53
5,2025,2,4,546,573.96
5,2025,3,1,1550,1719.88
5,2025,3,4,655,726.79
5,2025,4,1,1425,1581.18
5,2025,4,4,755,837.75
5,2025,5,1,1319,1463.56
5,2025,5,4,560,621.38
5,2025,6,1,1934,2145.97
5,2025,6,4,632,701.27
5,2025,7,1,1608,1784.24
5,2025,7,4,911,1010.85
5,2025,8,1,1736,1926.27
5,2025,8,4,712,790.04
5,2025,9,1,1561,1732.09
5,2025,9,4,619,686.84
5,2025,10,1,1465,1625.56
5,2025,10,4,823,913.2
6,2022,1,3,628,3521.95
6,2022,1,4,124,695.42
6,2022,2,3,905,4821.65
6,2022,2,4,165,879.09
6,2022,3,3,865,4977.22
6,2022,3,4,269,1547.83
6,2022,4,3,990,5639.51
6,2022,4,4,300,1708.94
6,2022,5,3,1146,6005.91
6,2022,5,4,268,1404.52
6,2022,6,3,1225,6548.32
6,2022,6,4,365,1951.13
6,2022,7,3,1384,6732.43
6,2022,7,4,243,1182.07
6,2022,8,3,1267,6348.18
6,2022,8,4,374,1873.89
6,2022,9,3,1021,5576.03
6,2022,9,4,293,1600.17
6,2022,10,3,1246,7077.02
6,2022,10,4,362,2056.09
6,2022,11,3,1187,7348.69
6,2022,11,4,257,1591.08
6,2022,12,3,1236,7881.61
6,2022,12,4,344,2193.59
6,2023,1,3,1085,6365.23
6,2023,1,4,277,1625.04
6,2023,2,3,1429,8299.49
6,2023,2,4,216,1254.51
6,2023,3,3,968,5509.61
6,2023,3,4,292,1661.99
6,2023,4,3,1380,7461.88
6,2023,4,4,261,1411.27
6,2023,5,3,1088,6235.97
6,2023,5,4,346,1983.13
6,2023,6,3,977,5823.75
6,2023,6,4,285,1698.84
6,2023,7,3,1415,7759.83
6,2023,7,4,313,1716.49
6,2023,8,3,974,5341.4
6,2023,8,4,280,1535.51
6,2023,9,3,1432,7931.59
6,2023,9,4,389,2154.6
6,2023,10,3,1325,6678.43
6,2023,10,4,257,1295.36
6,2023,11,3,1007,5430.9
6,2023,11,4,330,1779.74
6,2023,12,3,1349,7930.14
6,2023,12,4,331,1945.79
6,2024,1,3,1251,7427.59
6,2024,1,4,222,1318.08
6,2024,2,3,1300,7950.07
6,2024,2,4,288,1761.25
6,2024,3,3,1130,6357.61
6,2024,3,4,304,1710.37
6,2024,4,3,1253,6767.65
6,2024,4,4,306,1652.75
6,2024,5,3,1285,6732.27
6,2024,5,4,316,1655.56
6,2024,6,3,1234,6529.73
6,2024,6,4,243,1285.84
6,2024,7,3,1033,5520.79
6,2024,7,4,250,1336.11
6,2024,8,3,1265,7233.95
6,2024,8,4,329,1881.4
6,2024,9,3,1047,5508.32
6,2024,9,4,342,1799.28
6,2024,10,3,1362,6449.0
6,2024,10,4,283,1339.99
6,2024,11,3,1222,6017.55
6,2024,11,4,264,1300.03
6,2024,12,3,968,4719.1
6,2024,12,4,314,1530.78
6,2025,1,3,1170,5304.6
6,2025,1,4,280,1269.48
6,2025,2,3,1227,5563.03
6,2025,2,4,248,1124.39
6,2025,3,3,1096,5267.24
6,2025,3,4,395,1898.32
6,2025,4,3,1200,5363.36
6,2025,4,4,300,1340.84
6,2025,5,3,1198,5193.79
6,2025,5,4,315,1365.65
6,2025,6,3,1152,4594.81
6,2025,6,4,243,969.22
6,2025,7,3,1341,5402.13
6,2025,7,4,308,1240.76
6,2025,8,3,1505,5699.03
6,2025,8,4,299,1132.23
6,2025,9,3,1296,4514.99
6,2025,9,4,301,1048.62
6,2025,10,3,1274,4793.42
6,2025,10,4,291,1094.89
9,2022,1,1,47,192.3
9,2022,1,2,137,560.54
9,2022,1,3,60,245.49
9,2022,1,4,73,298.68
9,2022,2,1,86,302.61
9,2022,2,2,174,612.25
9,2022,2,3,134,471.5
9,2022,2,4,116,408.17
9,2022,3,1,191,584.7
9,2022,3,2,139,425.52
9,2022,3,3,151,462.25
9,2022,3,4,318,973.48
9,2022,4,1,458,1458.14
9,2022,4,2,263,837.32
9,2022,4,3,259,824.58
9,2022,4,4,261,830.95
9,2022,5,1,408,1545.76
9,2022,5,2,373,1413.15
9,2022,5,3,188,712.26
9,2022,5,4,300,1136.58
9,2022,6,1,338,1101.27
9,2022,6,2,132,430.08
9,2022,6,3,246,801.52
9,2022,6,4,97,316.05
9,2022,7,1,247,836.97
9,2022,7,2,208,704.82
9,2022,7,3,84,284.64
9,2022,7,4,398,1348.64
9,2022,8,1,428,1334.27
9,2022,8,2,514,1602.37
9,2022,8,3,317,988.23
9,2022,8,4,98,305.51
9,2022,9,1,302,1092.11
9,2022,9,2,330,1193.36
9,2022,9,3,257,929.38
9,2022,9,4,323,1168.05
9,2022,10,1,164,687.95
9,2022,10,2,222,931.26
9,2022,10,3,231,969.01
9,2022,10,4,129,541.14
9,2022,11,1,244,992.84
9,2022,11,2,580,2360.02
9,2022,11,3,242,984.7
9,2022,11,4,116,472.0
9,2022,12,1,321,1475.95
9,2022,12,2,410,1885.17
9,2022,12,3,228,1048.34
9,2022,12,4,273,1255.25
9,2023,1,1,389,1520.32
9,2023,1,2,411,1606.3
9,2023,1,3,286,1117.77
9,2023,1,4,304,1188.12
9,2023,2,1,263,1192.34
9,2023,2,2,222,1006.46
9,2023,2,3,289,1310.21
9,2023,2,4,605,2742.83
9,2023,3,1,472,1947.27
9,2023,3,2,468,1930.77
9,2023,3,3,143,589.96
9,2023,3,4,141,581.71
9,2023,4,1,367,1271.83
9,2023,4,2,234,810.92
9,2023,4,3,162,561.41
9,2023,4,4,421,1458.97
9,2023,5,1,293,1005.23
9,2023,5,2,371,1272.84
9,2023,5,3,255,874.86
9,2023,5,4,291,998.37
9,2023,6,1,184,568.15
9,2023,6,2,249,768.85
9,2023,6,3,279,861.48
9,2023,6,4,173,534.18
9,2023,7,1,302,783.3
9,2023,7,2,336,871.49
9,2023,7,3,259,671.77
9,2023,7,4,498,1291.67
9,2023,8,1,525,1102.97
9,2023,8,2,338,710.11
9,2023,8,3,226,474.8
9,2023,8,4,203,426.48
9,2023,9,1,265,473.23
9,2023,9,2,366,653.59
9,2023,9,3,154,275.01
9,2023,9,4,166,296.44
9,2023,10,1,354,575.27
9,2023,10,2,136,221.01
9,2023,10,3,98,159.25
9,2023,10,4,275,446.89
9,2023,11,1,214,424.27
9,2023,11,2,288,570.98
9,2023,11,3,387,767.25
9,2023,11,4,373,739.49
9,2023,12,1,473,1078.41
9,2023,12,2,354,807.1
9,2023,12,3,220,501.59
9,2023,12,4,104,237.11
9,2024,1,1,252,660.73
9,2024,1,2,469,1229.69
9,2024,1,3,339,888.84
9,2024,1,4,133,348.72
9,2024,2,1,457,1294.08
9,2024,2,2,162,458.73
9,2024,2,3,77,218.04
9,2024,2,4,204,577.66
9,2024,3,1,319,1147.2
9,2024,3,2,561,2017.49
9,2024,3,3,210,755.21
9,2024,3,4,160,575.4
9,2024,4,1,93,431.44
9,2024,4,2,537,2491.23
9,2024,4,3,404,1874.22
9,2024,4,4,253,1173.71
9,2024,5,1,520,2750.09
9,2024,5,2,382,2020.26
9,2024,5,3,78,412.51
9,2024,5,4,210,1110.61
9,2024,6,1,367,1843.88
9,2024,6,2,92,462.23
9,2024,6,3,363,1823.79
9,2024,6,4,548,2753.26
9,2024,7,1,102,491.97
9,2024,7,2,131,631.84
9,2024,7,3,281,1355.33
9,2024,7,4,359,1731.54
9,2024,8,1,537,2693.68
9,2024,8,2,471,2362.61
9,2024,8,3,69,346.12
9,2024,8,4,364,1825.88
9,2024,9,1,287,1151.71
9,2024,9,2,139,557.8
9,2024,9,3,120,481.55
9,2024,9,4,263,1055.4
9,2024,10,1,209,754.83
9,2024,10,2,242,874.02
9,2024,10,3,424,1531.34
9,2024,10,4,459,1657.74
9,2024,11,1,178,630.01
9,2024,11,2,200,707.88
9,2024,11,3,242,856.54
9,2024,11,4,396,1401.61
9,2024,12,1,476,1381.5
9,2024,12,2,730,2118.69
9,2024,12,3,309,896.82
9,2024,12,4,145,420.84
9,2025,1,1,503,1401.47
9,2025,1,2,558,1554.71
9,2025,1,3,95,264.69
9,2025,1,4,419,1167.43
9,2025,2,1,144,465.41
9,2025,2,2,350,1131.21
9,2025,2,3,410,1325.13
9,2025,2,4,337,1089.19
9,2025,3,1,268,1030.75
9,2025,3,2,182,699.99
9,2025,3,3,225,865.37
9,2025,3,4,519,1996.13
9,2025,4,1,219,766.49
9,2025,4,2,334,1168.98
9,2025,4,3,168,587.99
9,2025,4,4,208,727.99
9,2025,5,1,192,604.79
9,2025,5,2,287,904.04
9,2025,5,3,287,904.04
9,2025,5,4,325,1023.74
9,2025,6,1,465,1567.26
9,2025,6,2,220,741.5
9,2025,6,3,92,310.08
9,2025,6,4,366,1233.59
9,2025,7,1,429,1229.04
9,2025,7,2,611,1750.44
9,2025,7,3,343,982.66
9,2025,7,4,336,962.6
9,2025,8,1,200,555.79
9,2025,8,2,346,961.51
9,2025,8,3,205,569.68
9,2025,8,4,330,917.05
9,2025,9,1,379,1032.15
9,2025,9,2,308,838.79
9,2025,9,3,304,827.9
9,2025,9,4,107,291.4
9,2025,10,1,480,1084.99
9,2025,10,2,299,675.86
9,2025,10,3,221,499.55
9,2025,10,4,158,357.14
10,2022,1,1,105,405.0
10,2022,1,2,114,439.71
10,2022,1,3,42,162.0
10,2022,1,4,60,231.43
10,2022,2,1,209,330.72
10,2022,2,2,140,221.54
10,2022,2,3,90,142.42
10,2022,2,4,168,265.84
