customer_id,product_id,state,date,sales_price
4581,7,GA,9/7/2023,2.58
8554,5,GA,9/9/2025,6.17
8280,3,FL,10/15/2024,24.58
2636,3,WI,4/27/2025,27.36
4696,3,TX,11/1/2023,25.54
1698,9,MN,5/16/2022,13.28
5737,3,NC,4/21/2024,27.03
1854,4,LA,5/25/2023,5.4
9164,4,AL,3/21/2025,4.91
6855,2,MI,1/16/2022,8.7
8392,3,MO,8/13/2025,26.83
7528,2,OH,12/30/2024,8.81
6249,4,LA,3/23/2025,5.06
6172,4,AL,6/5/2023,5.51
2707,8,WI,5/26/2023,4.25
6791,6,OR,7/24/2025,8.67
6535,8,CA,5/29/2025,3.8
5931,6,WA,11/19/2023,8.36
4510,5,GA,7/10/2025,7.26
1202,8,MN,6/9/2022,4.71
5218,10,NC,6/23/2025,12.08
9958,3,AL,3/3/2023,25.75
5389,3,MI,3/12/2025,26.21
3327,6,NV,1/26/2025,7.52
9004,3,SC,5/31/2025,24.62
3931,2,CT,3/6/2024,10.16
8777,9,NY,7/17/2025,13.99
1197,6,NV,7/12/2024,9.06
8125,6,AZ,1/20/2023,7.8
2930,4,MI,9/11/2023,5.08
7287,5,MI,6/27/2024,7.31
9800,7,CT,8/20/2022,2.73
5282,9,IL,1/10/2023,13.6
3511,2,PA,3/4/2024,9.08
1659,10,FL,7/12/2025,11.74
3811,6,WA,7/24/2022,8.68
8098,2,MA,6/7/2022,10.53
7546,4,SC,8/9/2024,5.95
2986,9,AL,8/25/2024,13.86
9338,5,TX,11/1/2022,5.96
3911,1,CT,2/1/2024,9.67
2734,2,MA,10/23/2022,10.11
2843,1,NJ,8/6/2025,9.77
9680,1,MI,9/4/2024,9.33
3976,3,IL,6/15/2025,27.34
2959,7,MA,6/18/2023,2.76
6759,4,MI,9/8/2023,5.15
7694,5,SC,7/25/2023,7.7
3385,1,MA,2/15/2024,8.75
5736,5,OH,6/28/2025,7.25
2802,1,NJ,3/10/2024,9.09
9155,8,CT,6/15/2025,4.49
9120,4,TX,5/26/2022,5.06
7616,4,SC,11/18/2022,4.7
6534,1,MN,4/17/2022,9.44
5061,6,AZ,1/20/2025,7.48
1262,4,GA,5/20/2024,5.48
7287,1,MD,9/23/2022,9.27
9815,3,MO,9/2/2024,24.2
3049,5,FL,5/5/2023,6.26
6423,2,OH,9/27/2023,10.25
5548,10,WA,2/5/2022,10.92
4108,5,GA,2/5/2022,6.27
8158,9,NC,12/9/2023,12.19
8400,10,MA,1/2/2023,10.24
4170,5,SC,12/9/2022,5.85
3255,6,WI,7/18/2024,9.36
2154,9,NJ,8/16/2024,14.68
5499,2,CT,12/3/2024,9.27
7295,3,OH,9/16/2024,26.86
7197,5,SC,9/14/2024,6.42
2648,7,MI,12/12/2022,2.37
6539,1,MD,5/5/2025,8.95
5199,3,WI,10/10/2023,24.66
9445,5,SC,10/29/2025,6.64
3557,5,AL,4/17/2022,6.82
6592,3,GA,3/2/2024,27.49
1098,7,MN,3/17/2024,2.54
3200,1,NJ,6/26/2022,9.97
3961,1,IL,4/20/2023,8.94
5973,4,MN,12/29/2023,4.66
5433,1,CT,8/5/2024,9.72
3869,2,NJ,6/25/2022,10.98
1956,3,TX,9/22/2024,26.85
9352,7,AL,11/29/2024,2.28
6699,3,FL,4/7/2022,26.31
7944,5,GA,6/21/2023,6.94
5493,5,SC,8/2/2025,6.9
5911,1,MD,11/6/2024,8.5
4987,6,CA,11/29/2022,7.97
7015,7,GA,1/30/2022,2.54
2218,2,MO,5/14/2022,9.58
5496,5,SC,4/12/2025,6.86
5735,1,PA,6/22/2022,10.52
5555,7,NJ,9/9/2023,2.68
9050,7,MI,4/12/2025,2.68
4446,6,OH,3/11/2025,8.03
2045,1,IL,7/21/2024,9.7
7893,5,MN,1/13/2022,5.89
2693,3,FL,9/16/2025,26.76
4436,9,MD,8/19/2023,14.08
9754,2,PA,12/28/2022,8.58
6895,1,MA,6/27/2023,10.65
4354,1,NY,4/21/2025,9.82
1225,6,MO,10/28/2024,8.66
5893,2,IL,4/17/2023,9.78
8022,10,GA,8/21/2023,12.5
6600,9,TX,11/1/2024,12.34
8996,2,MA,4/26/2023,10.3
8683,5,TX,2/28/2024,6.47
5642,1,PA,1/22/2022,9.24
8679,2,NY,1/31/2022,8.63
9208,2,CT,5/11/2024,10.29
8339,3,AL,7/31/2024,26.69
3205,2,NJ,7/30/2022,10.28
2069,5,AL,8/20/2024,7.02
4444,4,MI,2/10/2024,5.22
2060,1,CT,10/9/2025,8.86
3327,1,VA,1/21/2022,8.32
4420,9,CT,1/21/2024,12.88
1301,1,MA,6/23/2023,10.71
1606,10,MN,1/21/2022,10.56
4170,4,MO,12/6/2024,5.09
1699,4,OH,10/16/2025,5.22
6088,3,SC,11/7/2024,25.8
1190,5,MI,5/8/2025,6.53
1980,5,NC,1/3/2023,6.34
3975,4,MI,10/8/2022,5.35
7102,5,LA,1/2/2024,6.79
2184,4,FL,4/2/2024,5.29
4327,7,SC,11/17/2022,2.32
4394,10,VA,7/12/2022,11.97
9319,8,MA,9/14/2024,4.2
2816,1,OH,3/23/2022,8.95
6854,6,NV,5/8/2023,7.97
7709,10,SC,10/27/2024,12.03
1569,9,WI,12/15/2022,12.43
6442,5,GA,7/21/2023,6.96
2895,10,NY,3/31/2025,11.97
3733,9,NY,1/19/2025,11.76
4863,3,AL,10/19/2024,25.83
8455,6,WA,2/8/2023,8.38
5014,4,IL,8/15/2024,5.96
2686,4,FL,12/24/2022,4.93
4009,4,LA,1/26/2024,4.6
8806,8,PA,5/1/2024,3.88
1154,5,WI,8/16/2023,7.7
2409,7,NJ,11/20/2022,2.31
1784,3,FL,2/8/2023,25
9096,3,AL,5/31/2023,27.42
8560,10,VA,6/12/2024,11.93
8343,1,MD,7/10/2024,9.85
8206,10,OR,3/8/2023,10.55
6596,1,MA,8/19/2024,9.53
6801,8,NV,7/14/2023,4.66
3806,5,SC,6/12/2023,7.11
1537,6,AZ,5/30/2025,8.31
6986,1,VA,7/13/2023,9.83
2841,5,AL,3/29/2025,6.23
9716,7,MO,7/2/2024,2.64
7971,1,IL,7/30/2023,10.41
6625,4,GA,8/6/2024,5.47
3950,1,MN,4/5/2024,9.36
8992,9,AL,3/10/2024,13.52
5780,9,NY,4/21/2024,14.03
3368,9,WI,11/24/2024,12.9
7655,5,SC,8/18/2022,7.45
9173,9,PA,3/31/2025,12.59
5495,3,TX,10/1/2024,23.76
7002,3,NC,6/28/2024,26.49
7614,3,SC,12/12/2023,25.88
6919,3,AL,12/7/2023,25.33
1853,3,TX,6/15/2025,27.38
5146,2,VA,9/20/2024,10.3
4769,4,MN,8/5/2024,5.54
1574,8,TX,3/24/2024,3.99
2148,3,LA,3/12/2024,26.71
7293,9,LA,5/6/2023,13.69
7457,5,SC,4/22/2023,6.28
8509,3,OH,6/3/2022,26.7
5777,8,OR,2/11/2024,4.06
4854,1,CT,2/17/2025,8.64
3491,7,LA,8/24/2025,2.95
4124,4,AL,6/28/2022,5.36
6691,3,LA,1/24/2023,25.87
4051,9,WA,7/7/2024,14.89
1004,1,MA,3/19/2023,8.81
6222,9,PA,2/4/2024,12.69
6315,3,TX,6/24/2024,28.58
5869,3,SC,12/2/2023,24.2
1876,3,WI,1/31/2025,23.8
8027,4,SC,11/14/2023,4.89
5142,4,WI,12/28/2023,4.85
7966,2,MI,2/7/2025,9.31
8079,3,MN,7/14/2023,28.89
8987,4,FL,2/14/2022,5.08
7799,9,AL,7/7/2025,14.78
5465,3,SC,4/4/2025,23.8
1635,1,MD,1/7/2022,8.12
2693,6,IL,9/10/2025,8.73
5752,1,NJ,3/21/2025,9.26
9311,6,NV,5/3/2023,8.11
1830,4,WI,3/14/2023,4.88
6177,1,CT,9/1/2025,9.59
9932,2,PA,11/24/2022,9.79
9308,6,CA,1/20/2025,8.11
6949,4,OH,9/28/2024,5.05
3838,5,TX,5/24/2022,6.49
2150,7,LA,5/12/2024,2.66
8560,7,CT,11/24/2024,2.56
2931,5,NC,12/10/2024,6.62
2664,5,LA,2/24/2022,6.57
2081,3,AL,7/3/2025,28.38
1512,4,SC,11/24/2023,4.62
8805,4,NC,8/5/2024,5.35
6237,3,FL,12/29/2023,23.73
1559,8,AL,5/2/2024,3.88
4672,4,TX,11/8/2022,5.07
8404,6,CA,6/5/2025,9.19
4343,3,SC,11/28/2023,24.45
5070,10,SC,11/15/2023,10.82
1580,2,CT,7/29/2022,10.62
8004,3,WI,4/21/2024,25.65
9130,7,NJ,9/3/2024,2.52
4147,5,AL,4/3/2022,6.67
5249,2,MA,1/19/2023,9.48
2679,9,MN,11/6/2024,13.19
4506,8,AZ,9/8/2022,4.09
8253,1,MO,7/6/2025,10.24
3744,4,LA,9/26/2025,5.38
6188,5,AL,4/25/2023,6.42
3141,7,PA,6/1/2024,2.81
7617,9,LA,9/4/2022,12.68
3479,10,MD,10/9/2025,11.5
7484,5,IL,8/11/2023,7.43
8421,2,OH,8/17/2024,11.32
5452,6,AZ,10/13/2022,8.74
6881,5,MO,5/5/2023,6.61
7665,2,PA,11/7/2022,9.4
3849,2,VA,2/27/2023,9.31
8390,1,MA,5/14/2024,9.26
7905,5,IL,8/1/2025,7.41
3489,10,MO,8/20/2023,12.7
5611,4,MN,3/30/2024,5.36
3839,3,FL,9/26/2025,24.25
9527,5,TX,4/2/2022,6.27
6878,3,LA,6/26/2022,28.19
7303,4,NC,5/14/2025,5.02
1851,10,MI,10/25/2025,11.87
2687,10,CA,3/28/2023,11.4
7833,7,TX,10/12/2023,2.58
3427,6,OR,2/4/2024,7.86
5000,7,WA,9/25/2024,2.7
6052,6,OR,6/25/2025,8.93
3738,9,VA,8/17/2025,14.54
6732,2,MO,9/26/2022,9.92
6387,4,LA,1/21/2024,4.56
9002,1,MD,1/12/2023,9.28
6536,5,AL,5/13/2025,6.71
4913,4,GA,6/11/2023,5.6
2066,1,NJ,12/12/2023,8.85
8723,8,NJ,3/5/2025,4.38
5380,1,IL,3/25/2022,9.37
5107,6,NV,2/28/2024,8.19
6726,3,SC,6/2/2024,26.3
4373,5,TX,5/6/2025,6.91
9945,5,TX,12/4/2024,6.47
3082,10,IL,2/3/2023,11.09
9967,1,NJ,9/29/2023,9.34
7748,10,AL,3/7/2022,11.39
1417,4,LA,1/6/2022,4.61
9306,9,WA,5/23/2025,13.67
9808,3,WI,8/31/2022,26.54
4974,6,OH,10/1/2022,7.61
4267,4,MN,3/21/2023,5.06
1825,8,WI,8/24/2024,4.77
8668,2,NY,9/20/2023,9.31
6745,2,CT,2/3/2024,9.52
1412,5,GA,5/19/2025,6.22
8543,5,AL,9/24/2022,6.83
8587,7,LA,12/23/2022,2.44
1728,2,NY,9/12/2023,9.32
8164,7,PA,4/23/2023,2.64
9867,8,NV,5/12/2022,4.31
6988,5,SC,1/17/2023,5.87
3504,6,CA,7/11/2025,9.27
3967,4,FL,10/12/2023,4.9
3786,4,AL,7/6/2023,5.67
2122,10,NV,4/4/2023,11.82
5079,8,AL,5/20/2023,4.19
2571,2,CT,2/4/2025,10.03
6073,8,WA,11/23/2022,4.16
6104,6,OR,2/27/2022,8.21
3143,10,WI,11/30/2024,11.04
7806,5,LA,7/10/2023,7.02
8357,2,IL,6/16/2025,10.65
4440,6,OR,10/16/2023,8.18
4766,5,WI,5/13/2022,6.51
6644,4,TX,2/12/2023,5.03
3914,5,AL,6/25/2022,7.08
5968,1,PA,10/10/2022,8.63
6917,3,MO,2/18/2022,25.21
9787,10,MD,11/29/2022,10.87
1728,5,TX,12/31/2024,6.5
2365,7,MI,7/5/2025,2.91
5492,3,GA,10/30/2025,26.17
1698,9,AZ,11/28/2023,12.4
8186,5,SC,3/28/2025,6.91
1395,1,PA,7/3/2022,10.4
8400,1,NY,6/10/2025,9.53
9082,3,WI,12/4/2022,23.83
5171,7,VA,1/26/2024,2.31
5360,3,SC,11/27/2022,25.47
3502,2,NY,12/19/2023,9.5
1717,6,OR,4/21/2022,7.76
3782,5,SC,5/18/2025,6.83
5946,5,SC,2/8/2022,6.58
6486,4,LA,12/25/2023,4.98
9335,2,MN,3/15/2022,9.28
5980,8,AZ,8/17/2024,4.51
8266,5,MO,3/16/2025,6.67
5491,9,AL,9/27/2024,13.67
8192,4,NC,1/2/2022,5.04
6588,3,NC,3/31/2022,24.58
8651,7,WA,3/21/2025,2.48
4636,5,LA,10/25/2024,6.18
2167,6,AZ,9/22/2022,7.94
2062,3,OH,6/14/2023,26.62
3156,3,GA,3/20/2024,24.21
8860,2,MA,3/20/2023,9.16
6161,6,NV,8/11/2023,8.9
6305,4,AL,12/9/2022,4.95
7541,4,AL,8/31/2022,5.31
5729,6,MI,7/20/2025,8.77
8330,10,PA,9/17/2022,10.95
6334,2,PA,6/28/2022,10.36
9924,6,IL,12/11/2023,7.91
5330,1,PA,6/30/2024,10.51
9010,3,SC,3/24/2022,23.88
7801,4,IL,1/16/2023,5.17
5846,9,LA,10/13/2024,13.09
7731,5,SC,7/12/2025,7.12
8241,4,LA,6/16/2022,5.79
1953,5,GA,2/18/2025,6.81
3539,4,SC,2/11/2022,5.09
8056,4,OH,12/5/2024,4.69
2542,6,OR,1/12/2022,7.62
6293,10,WA,12/15/2022,11.35
2191,4,OH,6/18/2022,5.71
7313,1,MA,6/3/2024,10.16
7938,6,WA,8/19/2024,9.09
3681,1,NJ,7/9/2024,9.59
2540,7,CT,7/10/2024,2.65
7172,8,AZ,7/19/2023,4.39
6541,1,MO,3/21/2022,8.73
2365,8,CA,2/7/2023,4.08
9691,1,NY,3/12/2025,9.34
9702,6,MO,1/9/2023,8.02
8494,10,MN,6/1/2023,12.63
5312,5,TX,4/11/2022,6.6
2324,8,PA,8/1/2023,4.73
4141,5,FL,3/18/2023,6.65
8419,5,LA,1/16/2023,5.95
4486,9,NJ,10/6/2024,13.92
2810,1,NJ,3/1/2025,9.44
7588,1,MA,7/13/2025,10.32
3923,10,AL,11/17/2023,10.15
6301,2,MD,4/9/2025,10.33
5186,4,AL,2/13/2023,5.37
9905,8,VA,5/3/2024,3.99
6977,4,AL,7/23/2022,5.71
5268,5,AL,7/15/2025,7.08
5748,6,WA,1/14/2024,7.45
5849,9,PA,8/13/2025,13.66
4709,2,MI,4/28/2023,9.35
7619,3,SC,3/13/2023,25.11
9647,5,MN,2/27/2024,6.25
4072,4,MN,1/15/2024,4.51
7530,5,TX,4/26/2024,6.89
1504,3,MO,3/12/2023,24.74
2214,1,NY,9/17/2025,8.69
2531,10,MI,8/5/2025,13.18
8576,6,MI,1/21/2025,8.05
1823,9,WI,5/14/2022,13.3
1928,3,NC,6/12/2022,28.26
6029,6,WA,9/4/2025,8.71
1133,7,NY,3/28/2023,2.37
3105,4,FL,12/10/2022,4.96
4627,6,WA,3/26/2024,8.2
7316,4,FL,11/19/2022,4.7
2852,8,MN,7/30/2025,4.75
5910,4,GA,3/2/2024,5.4
5175,5,IL,12/31/2023,6.7
6348,7,AZ,8/17/2023,2.69
7190,2,VA,6/11/2024,10.39
2256,5,WI,10/5/2022,6.85
4376,4,OH,7/21/2022,5.67
6645,9,TX,3/30/2022,13.55
4486,5,SC,5/21/2022,6.32
4584,3,MO,4/13/2022,24.91
9053,3,TX,10/25/2022,26.51
4330,6,NV,3/9/2025,8.15
3703,4,MI,10/19/2025,5.38
9662,2,NY,9/11/2024,10.24
9120,3,AL,5/27/2025,25.03
8114,9,MI,10/30/2025,14.22
2353,3,AL,8/20/2022,29.9
6063,8,TX,7/20/2023,4.19
9549,7,NC,1/5/2023,2.33
8575,5,AL,2/19/2025,6.3
1667,10,NY,7/10/2022,11.54
5468,6,MN,2/22/2022,7.95
7819,3,SC,3/16/2025,25.2
4719,2,MA,3/10/2024,10.11
3745,9,OH,2/20/2022,13.14
8483,5,OH,11/18/2023,6.73
1539,6,OR,5/6/2022,8.02
5964,3,GA,4/11/2022,24.87
5835,9,NV,3/1/2025,12.53
4775,5,MO,5/4/2022,6.19
7042,4,AL,5/19/2025,4.83
8102,4,FL,6/28/2022,5.69
8312,7,VA,10/14/2022,2.58
6320,4,FL,4/3/2022,4.91
7132,1,MI,4/21/2022,8.67
8891,10,FL,12/26/2024,10.02
3779,2,PA,4/16/2022,9.95
1924,2,MO,7/23/2023,11.2
2581,3,AL,1/12/2022,23.05
8714,1,NY,3/3/2022,9.49
4324,7,MI,5/2/2025,2.49
6713,10,AZ,10/20/2023,10.66
8026,8,PA,10/25/2023,4.08
1255,8,IL,2/5/2025,4.04
5804,4,IL,6/2/2025,5.54
2838,5,LA,6/13/2023,7.05
1009,4,MO,8/18/2025,5.68
3871,2,CT,5/5/2023,9.43
9989,3,MI,3/14/2024,26.73
8409,5,AL,3/6/2023,6.29
8418,10,MD,9/24/2022,10.97
6124,10,OH,5/5/2023,11.99
2015,4,NC,6/7/2024,5.34
3193,2,NJ,2/22/2024,10.38
9415,5,TX,3/8/2024,7.1
8449,2,MA,10/12/2025,9.36
5158,2,PA,8/15/2024,10.54
4925,1,MO,12/24/2023,8.66
7970,3,LA,1/17/2025,24.64
7938,4,FL,6/28/2024,5.86
5784,2,OH,12/14/2022,9.93
5000,9,SC,3/23/2024,14.03
2633,4,MN,8/7/2024,5.9
8266,6,AZ,7/13/2024,8.71
9702,8,SC,10/12/2022,4.15
1384,7,NC,3/8/2025,2.46
1404,10,CA,4/17/2025,10.84
9175,3,MO,9/1/2024,24.96
3000,7,MA,5/4/2023,2.64
6989,4,SC,6/13/2025,5.56
2460,5,WI,7/13/2024,7.75
8190,7,MO,8/19/2024,2.95
8140,4,AL,4/30/2024,5.25
4636,7,VA,11/1/2023,2.56
5809,1,CT,2/20/2024,8.55
5178,3,LA,11/8/2024,22.58
8245,7,MA,6/17/2022,2.83
7600,3,SC,2/8/2022,23.81
6997,4,SC,10/9/2023,5.23
3048,1,NJ,2/24/2022,8.99
5780,10,CA,10/21/2025,10.83
1716,5,SC,6/27/2024,7.44
8939,8,MD,3/13/2025,3.83
6565,2,CT,9/3/2023,9.85
5544,1,PA,10/16/2023,9.5
5976,5,MO,5/3/2025,6.82
4419,1,VA,1/12/2024,9.32
8239,5,TX,9/22/2025,6.21
1249,6,NV,2/22/2022,8.43
9865,10,CA,11/16/2022,11.42
1770,2,MD,7/19/2022,10.5
5363,10,VA,1/24/2024,10.23
2077,3,TX,1/24/2024,22.86
9427,2,IL,10/2/2022,9.91
9580,6,NV,10/2/2025,8.34
8901,7,CA,6/21/2025,2.85
5858,5,AL,9/28/2022,6.89
7544,4,LA,7/22/2023,5.53
5719,10,SC,4/13/2025,11.99
3814,6,OH,8/2/2025,8.97
4374,8,LA,9/20/2022,4.21
2252,5,AL,11/9/2024,5.95
7996,10,NJ,7/6/2023,11.79
5673,9,NY,10/23/2022,13.16
5530,6,CA,2/10/2022,8.13
7881,4,WI,3/28/2025,5.38
7949,9,MA,4/3/2025,13.13
7241,5,LA,1/29/2024,5.97
9017,2,MA,2/10/2024,9.61
7941,4,AL,5/28/2025,5.02
8002,3,FL,9/25/2022,25.27
2331,4,WI,8/22/2023,5.82
5261,4,NC,2/3/2022,5.42
8648,2,MN,5/15/2022,9.39
6115,6,NV,7/29/2025,9.3
5637,10,CA,2/25/2024,10.7
5854,8,OR,7/19/2025,4.21
4177,4,MI,8/12/2025,5.68
8730,5,OH,2/25/2023,6.77
3180,4,TX,2/4/2022,5.03
5892,8,NJ,2/15/2024,4.29
8043,5,LA,1/27/2025,6.35
1137,4,LA,7/22/2025,5.94
7327,3,LA,5/7/2023,25.69
4472,2,NJ,11/23/2022,9.39
6449,8,IL,12/6/2022,3.87
3832,1,MD,6/14/2025,10.68
4579,8,NY,4/26/2023,4.26
6971,3,AL,6/29/2025,26.26
5164,3,LA,10/6/2023,24.85
8941,3,LA,1/2/2024,25.3
6569,8,NY,9/16/2023,3.81
5300,1,CT,10/20/2022,9.32
7269,1,NY,5/10/2022,8.83
4818,7,AL,3/15/2024,2.57
2906,3,WI,4/4/2023,26.27
7254,6,NV,11/11/2022,7.69
1760,4,AL,1/30/2025,5.03
8830,4,GA,5/11/2023,5.02
8350,2,MO,2/28/2022,10.2
7238,1,OH,2/26/2023,8.78
7090,6,NV,7/26/2024,9.31
7031,10,CA,2/28/2023,11.85
8687,4,LA,3/1/2024,5.44
9472,4,FL,11/2/2023,4.74
2887,5,TX,4/27/2022,6.83
4266,8,GA,2/1/2024,4.24
1666,5,AL,9/11/2024,7.07
5188,8,MD,8/12/2024,4.65
1671,1,OH,3/21/2022,9
7777,8,TX,1/18/2024,4.09
8570,4,NC,6/14/2022,5.86
8956,7,TX,12/3/2024,2.58
6124,7,OR,6/10/2025,2.92
6585,4,OH,3/19/2024,5.11
5777,8,PA,1/8/2023,4.08
4900,3,GA,10/22/2023,26.16
7677,6,OR,5/24/2022,8.55
7981,4,OH,4/11/2024,5.37
7376,2,OH,8/19/2025,10.38
1523,3,TX,3/20/2022,26.75
3393,3,MN,7/4/2023,28.19
3593,4,TX,10/15/2025,4.8
8240,8,MD,12/12/2022,3.7
7937,2,MA,9/19/2025,10.25
7190,3,GA,7/21/2023,29.67
6240,7,MO,12/4/2023,2.5
7493,5,AL,1/15/2024,6.66
3878,1,NY,11/27/2022,8.17
5143,4,WI,8/2/2022,5.89
4644,3,LA,9/19/2025,25.01
5432,2,IL,8/8/2022,10.28
2276,5,MI,5/3/2024,6.46
6811,6,NV,4/25/2024,7.68
1302,3,GA,8/9/2024,27.95
1638,3,IL,4/11/2022,27.26
1055,7,VA,1/29/2025,2.37
9717,5,MN,8/18/2024,7.32
9150,7,WI,2/4/2023,2.48
3125,5,OH,5/18/2023,6.6
1364,5,TX,10/22/2024,6.72
7809,10,WA,9/5/2023,11.6
5621,3,GA,8/30/2023,27.65
6126,2,OH,3/19/2024,10.07
6122,2,MN,2/6/2024,9.09
2646,8,NJ,9/9/2022,4.07
1918,5,AL,9/20/2023,7.06
3797,9,NJ,3/31/2025,12.88
7506,10,IL,9/3/2022,11.09
6870,4,LA,8/24/2023,5.95
2531,2,MD,8/20/2022,10.42
9172,3,IL,12/13/2023,25.79
4345,1,PA,3/4/2024,9.4
8673,1,CT,2/18/2023,8.79
